"","stationPlotted","cityName","lon","lat","daysThreshold","nSmoky","smokeOzoneMeans","clearOzoneMeans","differenceOfMeans","signif","confInt_lower","confInt_upper","pValue","tValue"
"1","010730023-01","Birmingham",-86.815,33.553056,10,25,62.4708184241019,51.8160190717713,10.6547993523305,TRUE,4.8923745427006,16.4172241619605,0.000607409506318347,3.74550047702501
"2","010731005-01","Not in a city",-87.003611,33.331111,10,42,63.5309086283845,50.2794157634551,13.2514928649294,TRUE,9.41997286100219,17.0830128688565,6.38145757382865e-10,6.86443571179029
"3","010731009-01","Not in a city",-87.305556,33.459722,10,28,61.9551692808253,49.2898949531327,12.6652743276926,TRUE,7.96008253979223,17.3704661155929,2.48841440058706e-06,5.42923117161876
"4","010731010-01","Leeds",-86.549167,33.545278,10,37,57.9789056663017,51.6162303186851,6.36267534761659,TRUE,1.72415882454592,11.0011918706873,0.00789198079376865,2.73661178511784
"5","010732006-01","Hoover",-86.816667,33.386389,10,35,64.1288781814226,53.7047031289967,10.4241750524259,TRUE,5.34431518531274,15.5040349195391,0.000109233771384484,4.08905116654551
"6","010735002-01","Pinson",-86.669167,33.704722,10,27,58.9233210528003,52.5777855986548,6.34553545414544,TRUE,1.14079286782837,11.5502780404625,0.0182775142693303,2.47305123792946
"7","010735003-01","Not in a city",-86.9425,33.801667,10,33,61.6296661465759,50.2825722477626,11.3470938988133,TRUE,7.30187148977151,15.392316307855,6.03617301288381e-07,5.61698471243142
"8","020900034-01","Fairbanks",-147.727413,64.84569,10,11,32.4628836636634,31.815021882251,0.647861781412363,FALSE,-5.64051759037258,6.93624115319731,0.830829867272888,0.216844704657344
"9","051190007-01","North Little Rock",-92.281296,34.756189,10,40,58.874489573409,52.7810634382609,6.09342613514811,TRUE,2.18720762699668,9.99964464329953,0.00270774529589131,3.11248145057365
"10","060010007-01","Livermore",-121.784217,37.687526,10,31,57.9623993328231,57.9752540468788,-0.0128547140556989,FALSE,-6.96133451794609,6.93562508983469,0.997028354259547,-0.00374996132842624
"11","060012004-01","Berkeley",-122.30129,37.877794,10,20,26.0477191075272,24.5566648270328,1.49105428049437,FALSE,-2.31687665347999,5.29898521446873,0.429291056706363,0.802001367635047
"12","060070008-01","Chico",-121.84162,39.761538,10,20,56.2856598786176,53.6518389351051,2.63382094351252,FALSE,-1.35084927002997,6.61849115705501,0.185657301407046,1.36057875636871
"13","060195001-01","Clovis",-119.717356,36.819111,10,17,94.2061483257282,80.1847897850247,14.0213585407034,TRUE,5.35628573301116,22.6864313483957,0.00316800922992904,3.39620409057054
"14","060290014-01","Bakersfield",-119.041209,35.356092,10,31,77.1081719576963,73.7556714946976,3.35250046299865,FALSE,-3.43043438405093,10.1354353100482,0.32222796072568,1.00455452212648
"15","060310004-01","Corcoran",-119.566954,36.10218,10,11,95.2366060350805,75.0379281877844,20.1986778472961,TRUE,11.8447324639816,28.5526232306106,9.43532183030818e-05,5.11211042813936
"16","060370016-01","Glendora",-117.85036,34.14435,10,19,70.8722126394039,74.5957185630847,-3.72350592368076,FALSE,-14.0345594202892,6.58754757292764,0.462257363009477,-0.747900806083431
"17","060376012-01","Santa Clarita",-118.5284,34.38344,10,15,76.9661862740907,72.6607378045389,4.30544846955179,FALSE,-6.47104484196419,15.0819417810678,0.410824915203567,0.843337325345783
"18","060550003-01","Napa",-122.296189,38.310942,10,34,39.3012711508757,42.6761710177433,-3.37489986686763,TRUE,-6.66167386051986,-0.0881258732153933,0.044374596621458,-2.06039885216519
"19","060590007-01","Anaheim",-117.93845,33.83062,10,13,52.0164664410256,49.3342127283872,2.68225371263841,FALSE,-4.06555968675839,9.43006711203522,0.405716971532905,0.859642234144557
"20","060610006-01","Roseville",-121.266312,38.745726,10,39,72.8366991642046,68.4880795908218,4.34861957338283,FALSE,-2.01812087754998,10.7153600243157,0.176080538743334,1.37298073946806
"21","060650012-01","Banning",-116.85841,33.92086,10,11,83.4681084552778,77.4359747180446,6.03213373723322,FALSE,-5.55765625857916,17.6219237330456,0.27477275137962,1.15228066788312
"22","060659001-01","Lake Elsinore",-117.33098,33.67649,10,15,73.2734901114343,66.943657927539,6.32983218389529,FALSE,-0.714812050929433,13.37447641872,0.075087962983507,1.89762109779789
"23","060670006-01","Arden-Arcade",-121.368014,38.613779,10,17,67.7332778843698,68.0331005940644,-0.29982270969451,FALSE,-7.72709213237337,7.12744671298434,0.933703284751984,-0.0842481081169794
"24","060670010-01","Sacramento",-121.492981,38.558228,10,42,64.0788527625074,60.8715492059458,3.20730355656164,FALSE,-1.7884391764474,8.20304628957068,0.204129711323265,1.28344379523567
"25","060710005-01","Crestline",-117.27235,34.2431,10,10,91.6256463937199,82.0350949105569,9.59055148316298,TRUE,0.993745001490572,18.1873579648354,0.0307151384431667,2.33909877390872
"26","060719002-01","Not in a city",-116.38893,34.06957,10,10,77.8582690240544,73.4949363189681,4.36333270508634,FALSE,-3.74660077642985,12.4732661866025,0.256601607116676,1.20680056334765
"27","060750005-01","San Francisco",-122.399044,37.765946,10,24,30.5600279853292,27.1699881706344,3.39003981469477,FALSE,-0.352705161100457,7.13278479048999,0.0742146673455687,1.84975198294676
"28","060773005-01","Tracy",-121.443324,37.682512,10,44,68.8067139926651,68.4659509539619,0.340763038703187,FALSE,-4.45083082079864,5.13235689820502,0.887342057490446,0.142276103178018
"29","060811001-01","Redwood City",-122.20337,37.482934,10,26,34.0971408630874,35.970562711103,-1.87342184801552,FALSE,-5.27941776218603,1.532574066155,0.273683188953862,-1.10841683661751
